Date (GMT) | ID    | Username             | Nick                                | Daily XP's | Total XP | Daily Fines Earned ($) | Total Fines Earned ($) | Daily Playing Time (hours) | Total Playing Time (hours) | Daily Driven Distance (km) | Total Driven Distance (km) | Daily Time Spent Chasing (hours) | Total Time Spent Chasing (hours) | Daily Driven Distance Chasing (km) | Total Driven Distance Chasing (km) | Daily Time Spent Speed Trapping (minutes) | Total Time Spent Speed Trapping (minutes) | Daily Roadblocks Placed | Total Roadblocks Placed
2025-04-08 | 28628 | passiontul           | hUUUUlkenberg [COP]                 |         79 |  147,837 |                    125 |                306,862 |                          1 |                        652 |                         13 |                     39,818 |                                0 |                              262 |                                 10 |                             24,755 |                                         0 |                                        60 |                       0 |                       0
2025-04-08 | 46087 | yetkinbaba           | [COP]LancerBoobs                    |         74 |   56,078 |                      0 |                194,231 |                          0 |                        273 |                          4 |                     11,092 |                                1 |                               92 |                                  4 |                              8,648 |                                         0 |                                       300 |                       0 |                       0
2025-04-08 | 43444 | slyvute              | [PACT] Trax [COP]                   |         54 |   22,130 |                      0 |                 77,921 |                          1 |                        136 |                         28 |                      6,344 |                                0 |                               40 |                                  8 |                              3,831 |                                         0 |                                        15 |                       0 |                       0
2025-04-08 | 46318 | nortaf007            | ηgμｫnort[COP]                       |         50 |    1,186 |                    300 |                  2,120 |                          2 |                         20 |                         30 |                        485 |                                1 |                                2 |                                 12 |                                126 |                                         0 |                                        60 |                       0 |                       0
2025-04-08 | 44123 | kaelo_fx             | [COP]TourGSP                        |         38 |   22,807 |                    514 |                153,541 |                          0 |                        202 |                         13 |                      9,936 |                                0 |                               48 |                                  8 |                              3,512 |                                         0 |                                        57 |                       0 |                       0
2025-04-08 | 31914 | davidslv             | [COP] Supreme                       |         22 |   38,578 |                    190 |                167,888 |                          0 |                        241 |                         11 |                     11,643 |                                0 |                               79 |                                  2 |                              6,654 |                                         0 |                                       360 |                       0 |                       0
2025-04-08 | 18089 | enesaky1             | [6S] dymZ [COP]                     |          0 |  172,141 |                      0 |                289,644 |                          0 |                        658 |                          2 |                     40,736 |                                0 |                              311 |                                  1 |                             33,574 |                                         0 |                                        16 |                       0 |                       0
2025-04-08 | 44145 | zolon                | zolon[COP]                          |          0 |   22,797 |                      0 |                122,005 |                          0 |                         97 |                          0 |                      6,587 |                                0 |                               37 |                                  0 |                              3,759 |                                         0 |                                        14 |                       0 |                       0
2025-04-08 | 40866 | 01alperen001         | RDP•Ali[COP]                        |          0 |  160,947 |                      0 |                460,028 |                          0 |                        800 |                          0 |                     42,263 |                                0 |                              318 |                                  0 |                             35,373 |                                         0 |                                       660 |                       0 |                       0
2025-04-08 | 16346 | minniyer             | [TC]›Dale‹[COP]                     |          0 |   40,869 |                      0 |                247,579 |                          0 |                        626 |                          0 |                      9,247 |                                0 |                               56 |                                  0 |                              5,719 |                                         0 |                                       240 |                       0 |                       0
2025-04-08 | 43598 | triple1              | VM.Triple[COP]                      |          0 |   25,202 |                      0 |                 85,023 |                          0 |                        114 |                          0 |                      6,935 |                                0 |                               48 |                                  0 |                              5,003 |                                         0 |                                        54 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-04-09 | 43573 | wampy                | [COP] Wampy™                        |      2,188 |   51,475 |                  5,841 |                163,618 |                          6 |                        278 |                        366 |                     16,814 |                                2 |                               87 |                                181 |                              8,608 |                                         0 |                                       600 |                       0 |                       0
2025-04-09 | 40242 | astraxan             | [COP]ESCOBAR                        |      1,020 |   58,772 |                  3,469 |                305,845 |                          3 |                        239 |                        198 |                     15,011 |                                2 |                              114 |                                182 |                             12,168 |                                         0 |                                        12 |                       0 |                       0
2025-04-09 | 39867 | racing101            | SMOKEY [COP]                        |        738 |  114,322 |                  5,710 |                553,856 |                          2 |                        452 |                        138 |                     31,097 |                                1 |                              226 |                                112 |                             22,558 |                                         0 |                                       240 |                       0 |                       0
2025-04-09 | 25995 | gorkema67            | [COP] -dr                           |        688 |    4,514 |                  4,122 |                 21,759 |                          5 |                         31 |                        180 |                      1,192 |                                1 |                                7 |                                 81 |                                568 |                                         0 |                                        12 |                       0 |                       0
2025-04-09 | 45351 | mrconfidence         | [COP] WHITELINE                     |        636 |    8,725 |                  2,924 |                 40,174 |                          3 |                         41 |                        167 |                      2,566 |                                1 |                               16 |                                110 |                              1,695 |                                         0 |                                         9 |                       0 |                       0
2025-04-09 | 46558 | victorgtt            | [COP]VT                             |        611 |   15,383 |                  1,936 |                 45,905 |                          3 |                         72 |                        183 |                      4,843 |                                2 |                               29 |                                129 |                              3,030 |                                         0 |                                        21 |                       0 |                       0
2025-04-09 | 36991 | forthe               | [COP]βчForT                         |        556 |   17,588 |                  3,067 |                 70,656 |                          4 |                         88 |                        104 |                      3,761 |                                1 |                               31 |                                 88 |                              3,007 |                                         0 |                                         0 |                       0 |                       0
2025-04-09 | 26452 | driloniloni110       | VM.swf'                             |        459 |  101,793 |                  1,679 |                281,579 |                          2 |                        419 |                        119 |                     25,914 |                                1 |                              213 |                                110 |                             20,988 |                                         0 |                                         2 |                       0 |                       0
2025-04-09 | 42979 | firatrobert_07       | Robert [COP]                        |        446 |   64,490 |                  2,574 |                321,584 |                          1 |                        261 |                         90 |                     15,672 |                                0 |                              122 |                                 80 |                             12,383 |                                         0 |                                        60 |                       0 |                       0
2025-04-09 | 21218 | khaledalshihry       | VM.K3s[COP]                         |        325 |  333,617 |                  2,712 |              1,238,151 |                          2 |                      1,554 |                         84 |                     75,442 |                                1 |                              621 |                                 70 |                             60,253 |                                         0 |                                     1,380 |                       0 |                       0
2025-04-09 | 40430 | gunther steiner      | RedﾉSteiner[COP]                    |        313 |  130,127 |                    820 |                297,523 |                          1 |                        589 |                         73 |                     36,861 |                                0 |                              232 |                                 50 |                             24,201 |                                         0 |                                       300 |                       0 |                       0
2025-04-09 | 15790 | alexb11              | [COP]AlexDVU                        |        312 |   60,405 |                    579 |                143,756 |                          3 |                        629 |                         99 |                      6,556 |                                1 |                               45 |                                 64 |                              4,328 |                                         0 |                                        10 |                       0 |                       0
2025-04-09 | 18089 | enesaky1             | [6S] dymZ [COP]                     |        312 |  172,453 |                    489 |                290,133 |                          1 |                        659 |                         84 |                     40,820 |                                1 |                              312 |                                 76 |                             33,650 |                                         0 |                                        16 |                       0 |                       0
2025-04-09 | 30172 | robo1990             | dﾞ[COP]ﾏ`ROBO                       |        293 |  455,098 |                    811 |              1,186,550 |                          2 |                      2,309 |                         74 |                    110,467 |                                0 |                              909 |                                 64 |                             88,227 |                                         0 |                                        45 |                       0 |                       0
2025-04-09 | 42936 | 3xb                  | [COP] QS.5osy                       |        261 |   10,960 |                    364 |                 22,157 |                          2 |                         77 |                         56 |                      3,725 |                                1 |                               18 |                                 49 |                              1,616 |                                         0 |                                         7 |                       0 |                       0
2025-04-09 | 39413 | baboulinet4          | Baboulinet [COP]                    |        193 |  142,807 |                    911 |                321,401 |                          1 |                        618 |                         98 |                     42,735 |                                1 |                              292 |                                 87 |                             32,953 |                                         0 |                                         6 |                       0 |                       0
2025-04-09 | 27378 | tommyii              | [6S] LeCat [COP]                    |        174 |  133,143 |                    472 |                341,455 |                          0 |                        881 |                         31 |                     39,144 |                                0 |                              257 |                                 19 |                             25,636 |                                         0 |                                       180 |                       0 |                       0
2025-04-09 | 34434 | senna.0213           | Commander Senna [COP]               |        166 |   63,192 |                    442 |                183,769 |                          1 |                        289 |                         54 |                     18,548 |                                1 |                              110 |                                 15 |                             10,581 |                                         0 |                                       600 |                       0 |                       0
2025-04-09 | 44123 | kaelo_fx             | [COP]TourGSP                        |        151 |   22,958 |                    846 |                154,387 |                          1 |                        203 |                         46 |                      9,984 |                                0 |                               48 |                                 32 |                              3,544 |                                         0 |                                        57 |                       0 |                       0
2025-04-09 | 30580 | dezign               | RDP•Robis [COP]                     |        139 |  169,686 |                  1,950 |                543,260 |                          1 |                        804 |                         41 |                     40,829 |                                0 |                              328 |                                 22 |                             31,188 |                                         0 |                                       780 |                       0 |                       0
2025-04-09 | 16012 | tnt25                | [6S] Adamo [COP]                    |        138 |   80,619 |                      0 |                251,997 |                          1 |                        386 |                         34 |                     21,597 |                                0 |                              163 |                                 32 |                             14,996 |                                         0 |                                       120 |                       0 |                       0
2025-04-09 | 40877 | sametttpe            | dﾞ[COP]ﾏ`samet                      |        103 |  287,998 |                      0 |                854,948 |                          1 |                      1,155 |                         40 |                     70,519 |                                1 |                              590 |                                 37 |                             63,784 |                                         0 |                                       900 |                       0 |                       0
2025-04-09 | 46087 | yetkinbaba           | [COP]LancerBoobs                    |         92 |   56,184 |                      0 |                194,231 |                          0 |                        273 |                         14 |                     11,109 |                                0 |                               92 |                                 12 |                              8,662 |                                         0 |                                       300 |                       0 |                       0
2025-04-09 | 37942 | isaac68ea            | RedﾉBob[COP]                        |         88 |   97,089 |                      0 |                146,677 |                          1 |                        417 |                         19 |                     21,821 |                                0 |                              181 |                                 18 |                             18,379 |                                         0 |                                       420 |                       0 |                       0
2025-04-09 | 41889 | eymen75              | [COP] Emre Bulut                    |         84 |   21,560 |                     30 |                 78,878 |                          1 |                        190 |                         21 |                      8,134 |                                1 |                               37 |                                 13 |                              3,409 |                                         0 |                                       180 |                       0 |                       0
2025-04-09 | 19071 | pcpaultje2           | RedﾉTT[COP]                         |         74 |   39,348 |                    450 |                 58,753 |                          1 |                        179 |                         41 |                     10,906 |                                0 |                               60 |                                 22 |                              6,064 |                                         0 |                                       180 |                       0 |                       0
2025-04-09 | 30184 | junioreyizz          | hib[COP]                            |         22 |   76,199 |                     85 |                234,705 |                          0 |                        348 |                         13 |                     18,566 |                                0 |                              146 |                                 10 |                             14,369 |                                         0 |                                        60 |                       0 |                       0
2025-04-09 | 25704 | psykoze              | [ﾏ]Lolita[COP]                      |         21 |   72,559 |                      0 |                192,043 |                          0 |                        318 |                         16 |                     14,055 |                                0 |                              109 |                                 14 |                             10,136 |                                         0 |                                         1 |                       0 |                       0
2025-04-09 | 36103 | stock7               | [COP] Stock                         |         19 |    3,886 |                    185 |                 16,471 |                          1 |                         17 |                         13 |                        778 |                                0 |                                6 |                                  7 |                                537 |                                         0 |                                         9 |                       0 |                       0
2025-04-09 | 35257 | inacio_block         | VM.Thunder[COP]                     |          0 |  144,370 |                      0 |                363,463 |                          0 |                        589 |                         19 |                     35,438 |                                0 |                              267 |                                 19 |                             24,044 |                                         0 |                                       480 |                       0 |                       0
2025-04-09 | 42875 | posyda               | [COP] дβo Jaber                     |          0 |   40,472 |                      0 |                158,498 |                          0 |                        189 |                          0 |                     11,603 |                                0 |                               81 |                                  0 |                              8,135 |                                         0 |                                         0 |                       0 |                       0
2025-04-09 | 37117 | kr4d3c7f2            | VM.KT[COP]                          |          0 |   35,172 |                    360 |                 91,957 |                          0 |                        149 |                          3 |                      8,659 |                                0 |                               64 |                                  2 |                              6,342 |                                         0 |                                       300 |                       0 |                       0
2025-04-09 | 44271 | balangenmarty        | •FG•CASHINO[COP]                    |          0 |   52,954 |                      0 |                216,707 |                          0 |                        245 |                          0 |                     12,095 |                                0 |                               93 |                                  0 |                              8,293 |                                         0 |                                        60 |                       0 |                       0
2025-04-09 | 46318 | nortaf007            | ηgμｫnort[COP]                       |          0 |    1,212 |                     30 |                  2,150 |                          1 |                         21 |                         27 |                        513 |                                0 |                                2 |                                  1 |                                128 |                                         0 |                                        60 |                       0 |                       0
2025-04-09 | 23390 | ivo_drifta           | •[COP]Yasen•                        |          0 |  302,116 |                      0 |                656,424 |                          0 |                      1,117 |                          0 |                     58,710 |                                0 |                              459 |                                  0 |                             39,587 |                                         0 |                                     3,480 |                       0 |                       0
2025-04-09 | 32486 | x t                  | xт [COP]                            |          0 |  208,862 |                      0 |                493,696 |                          0 |                      1,192 |                          0 |                     46,619 |                                0 |                              410 |                                  0 |                             37,457 |                                         0 |                                        38 |                       0 |                       0
2025-04-09 | 45440 | buntidondo           | [PACT] A7m [COP]                    |          0 |   11,526 |                      0 |                 24,273 |                          0 |                        115 |                          0 |                      3,658 |                                0 |                               22 |                                  0 |                              1,943 |                                         0 |                                        46 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-04-10 | 43573 | wampy                | [COP] Wampy™                        |      2,019 |   53,523 |                  4,789 |                168,407 |                          8 |                        286 |                        374 |                     17,190 |                                3 |                               90 |                                197 |                              8,806 |                                         0 |                                       600 |                       0 |                       0
2025-04-10 | 25995 | gorkema67            | [COP] -dr                           |      1,294 |    5,808 |                  7,165 |                 28,924 |                          7 |                         38 |                        307 |                      1,501 |                                2 |                                9 |                                174 |                                742 |                                         0 |                                        12 |                       0 |                       0
2025-04-10 | 30172 | robo1990             | dﾞ[COP]ﾏ`ROBO                       |      1,211 |  456,361 |                  2,425 |              1,188,975 |                          3 |                      2,312 |                        237 |                    110,709 |                                2 |                              912 |                                209 |                             88,440 |                                         0 |                                        45 |                       0 |                       0
2025-04-10 | 45440 | buntidondo           | [PACT] A7m [COP]                    |        866 |   12,392 |                  1,681 |                 25,954 |                          4 |                        119 |                        140 |                      3,799 |                                2 |                               24 |                                111 |                              2,054 |                                         0 |                                        46 |                       0 |                       0
2025-04-10 | 30933 | kentwolf             | [6S] Feb [COP]                      |        779 |  260,587 |                  2,251 |                607,003 |                          2 |                      1,619 |                        136 |                     79,172 |                                1 |                              501 |                                 96 |                             46,702 |                                         0 |                                       360 |                       0 |                       0
2025-04-10 | 40430 | gunther steiner      | RedﾉSteiner[COP]                    |        670 |  130,797 |                  2,258 |                299,841 |                          2 |                        591 |                        160 |                     37,021 |                                2 |                              234 |                                128 |                             24,329 |                                         0 |                                       300 |                       0 |                       0
2025-04-10 | 39867 | racing101            | SMOKEY [COP]                        |        619 |  115,012 |                  4,064 |                557,977 |                          4 |                        456 |                        112 |                     31,218 |                                1 |                              227 |                                 83 |                             22,649 |                                         0 |                                       240 |                       0 |                       0
2025-04-10 | 15790 | alexb11              | [COP]AlexDVU                        |        567 |   60,972 |                  1,291 |                145,047 |                          3 |                        633 |                        112 |                      6,669 |                                1 |                               46 |                                 94 |                              4,422 |                                         0 |                                        10 |                       0 |                       0
2025-04-10 | 29247 | ka darai             | VM.Minve [COP]                      |        514 |   60,014 |                  3,875 |                168,787 |                          2 |                        221 |                        102 |                     14,731 |                                1 |                              115 |                                 84 |                             12,207 |                                         0 |                                       540 |                       0 |                       0
2025-04-10 | 40408 | deagle762            | [COP] .44 Magnum                    |        403 |  100,060 |                  1,688 |                349,283 |                          1 |                        355 |                         86 |                     24,913 |                                1 |                              195 |                                 73 |                             21,805 |                                         0 |                                       660 |                       0 |                       0
2025-04-10 | 36991 | forthe               | [COP]βчForT                         |        356 |   17,944 |                  1,189 |                 71,845 |                          3 |                         91 |                         63 |                      3,824 |                                1 |                               32 |                                 57 |                              3,064 |                                         0 |                                         0 |                       0 |                       0
2025-04-10 | 41889 | eymen75              | [COP] Emre Bulut                    |        329 |   21,889 |                    699 |                 79,577 |                          1 |                        191 |                         83 |                      8,227 |                                0 |                               37 |                                 58 |                              3,474 |                                         0 |                                       180 |                       0 |                       0
2025-04-10 | 40242 | astraxan             | [COP]ESCOBAR                        |        266 |   59,038 |                  1,341 |                307,186 |                          1 |                        240 |                         31 |                     15,046 |                                1 |                              115 |                                 29 |                             12,200 |                                         0 |                                        12 |                       0 |                       0
2025-04-10 | 42979 | firatrobert_07       | Robert [COP]                        |        248 |   64,738 |                    716 |                322,380 |                          1 |                        262 |                         49 |                     15,722 |                                1 |                              123 |                                 44 |                             12,427 |                                         0 |                                        60 |                       0 |                       0
2025-04-10 | 46558 | victorgtt            | [COP]VT                             |        244 |   15,627 |                    649 |                 46,554 |                          1 |                         73 |                         36 |                      4,886 |                                0 |                               29 |                                 28 |                              3,063 |                                         0 |                                        21 |                       0 |                       0
2025-04-10 | 34434 | senna.0213           | Commander Senna [COP]               |        220 |   63,412 |                    960 |                184,729 |                          1 |                        290 |                         30 |                     18,581 |                                0 |                              110 |                                 24 |                             10,606 |                                         0 |                                       600 |                       0 |                       0
2025-04-10 | 19071 | pcpaultje2           | RedﾉTT[COP]                         |        176 |   39,606 |                    358 |                 59,265 |                          0 |                        179 |                         29 |                     10,942 |                                0 |                               60 |                                 20 |                              6,086 |                                         0 |                                       180 |                       0 |                       0
2025-04-10 | 44271 | balangenmarty        | •FG•CASHINO[COP]                    |        171 |   53,125 |                  1,851 |                218,558 |                          2 |                        247 |                         31 |                     12,126 |                                0 |                               93 |                                 20 |                              8,313 |                                         0 |                                        60 |                       0 |                       0
2025-04-10 | 40659 | cgtyksy55            | RedﾉCCTV[COP]                       |        166 |   23,359 |                     70 |                 39,742 |                          0 |                         96 |                         19 |                      4,643 |                                1 |                               31 |                                 14 |                              2,696 |                                         0 |                                        60 |                       0 |                       0
2025-04-10 | 45902 | dravens              | [COP] EreNot                        |        152 |    1,396 |                    577 |                  5,233 |                          1 |                          8 |                         23 |                        400 |                                1 |                                2 |                                 12 |                                182 |                                         0 |                                         0 |                       0 |                       0
2025-04-10 | 43598 | triple1              | VM.Triple[COP]                      |        144 |   25,346 |                    117 |                 85,140 |                          2 |                        116 |                         27 |                      6,962 |                                0 |                               48 |                                 25 |                              5,028 |                                         0 |                                        54 |                       0 |                       0
2025-04-10 | 44123 | kaelo_fx             | [COP]TourGSP                        |        134 |   23,126 |                    651 |                155,038 |                          0 |                        203 |                         26 |                     10,028 |                                0 |                               49 |                                 11 |                              3,572 |                                         0 |                                        57 |                       0 |                       0
2025-04-10 | 16346 | minniyer             | [TC]›Dale‹[COP]                     |        116 |   41,095 |                    194 |                248,073 |                          0 |                        627 |                         20 |                      9,285 |                                0 |                               56 |                                 20 |                              5,746 |                                         0 |                                       240 |                       0 |                       0
2025-04-10 | 24859 | thuglife_            | RedﾉKaiku[COP]                      |        106 |   64,881 |                    686 |                184,291 |                          0 |                        469 |                         26 |                     12,077 |                                0 |                               87 |                                 21 |                              9,467 |                                         0 |                                       720 |                       0 |                       0
2025-04-10 | 44045 | sirac.54_            | [PACT] Muff [COP]                   |        100 |   82,433 |                    267 |                372,708 |                          0 |                        381 |                          6 |                     18,784 |                                0 |                              149 |                                  5 |                             14,546 |                                         0 |                                       480 |                       0 |                       0
2025-04-10 | 43444 | slyvute              | [PACT] Trax [COP]                   |         85 |   22,215 |                      0 |                 77,921 |                          0 |                        136 |                         21 |                      6,365 |                                0 |                               40 |                                 15 |                              3,846 |                                         0 |                                        15 |                       0 |                       0
2025-04-10 | 40107 | fronzy34             | noob [COP]                          |         58 |  135,861 |                     85 |                312,809 |                          0 |                        543 |                         14 |                     31,171 |                                0 |                              250 |                                 14 |                             25,209 |                                         0 |                                         0 |                       0 |                       0
2025-04-10 | 31914 | davidslv             | [COP] Supreme                       |         48 |   38,626 |                    295 |                168,243 |                          1 |                        242 |                         27 |                     11,673 |                                0 |                               79 |                                 16 |                              6,670 |                                         0 |                                       360 |                       0 |                       0
2025-04-10 | 16012 | tnt25                | [6S] Adamo [COP]                    |         42 |   80,695 |                    105 |                252,162 |                          0 |                        386 |                          8 |                     21,609 |                                1 |                              164 |                                  7 |                             15,005 |                                         0 |                                       120 |                       0 |                       0
2025-04-10 | 46318 | nortaf007            | ηgμｫnort[COP]                       |         38 |    1,250 |                     30 |                  2,180 |                          2 |                         23 |                         38 |                        552 |                                0 |                                2 |                                  3 |                                131 |                                         0 |                                        60 |                       0 |                       0
2025-04-10 | 22120 | theponczek           | RDP•Pon[COP]                        |         25 |   77,874 |                      0 |                184,594 |                          1 |                        354 |                         23 |                     17,512 |                                0 |                              115 |                                 18 |                             11,014 |                                         0 |                                       360 |                       0 |                       0
